id,TA_video_week1,TA_text_week1,Teacher_video_week1,Teacher_text_week1,TA_video_week2,TA_text_week2,Teacher_video_week2,Teacher_text_week2,TA_video_week3,TA_text_week3,Teacher_video_week3,Teacher_text_week3,TA_video_week4,TA_text_week4,Teacher_video_week4,Teacher_text_week4,TA_video_week5,TA_text_week5,Teacher_video_week5,Teacher_text_week5,TA_video_week6,TA_text_week6,Teacher_video_week6,Teacher_text_week6,TA_video_week7,TA_text_week7,Teacher_video_week7,Teacher_text_week7,TA_video_week8,TA_text_week8,Teacher_video_week8,Teacher_text_week8,TA_video_week9,TA_text_week9,Teacher_video_week9,Teacher_text_week9,TA_video_week10,TA_text_week10,Teacher_video_week10,Teacher_text_week10,TA_video_week11,TA_text_week11,Teacher_video_week11,Teacher_text_week11,TA_video_week12,TA_text_week12,Teacher_video_week12,Teacher_text_week12,TA_video_week13,TA_text_week13,Teacher_video_week13,Teacher_text_week13,TA_video_week14,TA_text_week14,Teacher_video_week14,Teacher_text_week14,TA_video_week15,TA_text_week15,Teacher_video_week15,Teacher_text_week15,TA_video_week16,TA_text_week16,Teacher_video_week16,Teacher_text_week16,TA_video_week17,TA_text_week17,Teacher_video_week17,Teacher_text_week17,TA_video_week18,TA_text_week18,Teacher_video_week18,Teacher_text_week18,TA_video_week19,TA_text_week19,Teacher_video_week19,Teacher_text_week19,TA_video_week20,TA_text_week20,Teacher_video_week20,Teacher_text_week20,TA_video_week21,TA_text_week21,Teacher_video_week21,Teacher_text_week21,TA_video_week22,TA_text_week22,Teacher_video_week22,Teacher_text_week22,TA_video_week23,TA_text_week23,Teacher_video_week23,Teacher_text_week23,TA_video_week24,TA_text_week24,Teacher_video_week24,Teacher_text_week24,TA_video_week25,TA_text_week25,Teacher_video_week25,Teacher_text_week25,TA_video_week26,TA_text_week26,Teacher_video_week26,Teacher_text_week26,TA_video_week27,TA_text_week27,Teacher_video_week27,Teacher_text_week27,TA_video_week28,TA_text_week28,Teacher_video_week28,Teacher_text_week28,TA_video_week29,TA_text_week29,Teacher_video_week29,Teacher_text_week29,TA_video_week30,TA_text_week30,Teacher_video_week30,Teacher_text_week30,TA_video_week31,TA_text_week31,Teacher_video_week31,Teacher_text_week31,TA_video_week32,TA_text_week32,Teacher_video_week32,Teacher_text_week32,TA_video_week33,TA_text_week33,Teacher_video_week33,Teacher_text_week33,TA_video_week34,TA_text_week34,Teacher_video_week34,Teacher_text_week34,TA_video_week35,TA_text_week35,Teacher_video_week35,Teacher_text_week35,TA_video_week36,TA_text_week36,Teacher_video_week36,Teacher_text_week36
101208070,0,0,0,0,0,9,6,12,0,31,0,0,0,8,0,25,0,0,0,39,0,0,0,0,0,10,0,25,0,9,0,10,0,8,0,16,0,7,0,5,0,190,0,5,0,0,0,0,0,7,0,28,0,6,0,8,0,0,0,21,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1711,0,0,0,0,0,0,0,326,0,0,0,100,0,0,0,0,0,0,0,0,0,0,431,0
101208078,0,0,0,0,0,0,0,33,0,58,0,37,0,0,0,21,0,0,0,44,0,0,934,284,0,0,5,19,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,768,0,0,1487,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13342,0,0,0,31883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,26564,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,19643,36
101208079,0,0,0,0,0,103,15,487,0,155,0,0,0,0,3478,4800,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,13,0,55,0,17,0,0,0,5,0,31,0,84,0,8,0,50,0,15,0,0,0,61,0,0,0,104,0,0,0,15,0,0,0,408,0,93,0,77,0,0,0,2366,0,0,0,1524,0,0,0,121,0,188,0,0,0,92,1313,1948,0,0,0,0,0,0,0,0,0,0,658,409,0,0,0,0,0,0,1391,448,0,0,642,0,0,0,0,0,0,0,1306,703,0,0,0,0,0,0,75,225,0,0,0,0,0,0,8091,92,0,367,0,0
101208080,0,0,0,0,0,0,0,17,0,23,0,24,0,13,0,22,0,0,0,207,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,7,0,0,0,627,19,7,0,39,279,53,0,50,0,0,0,0,0,7,0,0,0,16,0,44,0,0,0,216,0,0,0,31,3839,19,516,6,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,6843,0,0,0,36,0,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101208082,0,0,0,0,17,389,74,180,0,0,0,0,0,24,0,159,8,68,4468,31,0,0,10163,93,0,0,0,0,0,9,0,47,0,0,0,0,0,0,0,0,0,526,261,87,16972,0,0,0,0,0,0,0,0,364,0,343,0,126,0,6,0,0,0,0,0,0,0,0,2159,0,0,0,0,0,0,0,0,191,3037,250,0,47,994,137,0,0,831,0,1785,60,2619,55,0,0,4873,0,0,0,0,0,0,0,0,322,0,0,82,1692,0,0,11229,0,3212,0,1835,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11234,51,1866,0,3513,0
101208084,0,0,49,14,0,11,14,18,0,10,4218,14,0,0,146,24,0,0,5,7,14,0,7045,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,51,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,0,0,0,5229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15965,0,0,0,326,0,0,0,0,0,0,0,0,0,0,0,6000,0,0,0,0,0,0,0,2043,0,0,0,15222,0,0,0,0,0
101208090,0,0,0,12,0,10,0,25,0,0,0,29,0,0,0,20,0,0,0,378,0,0,0,2715,0,0,0,28,0,22,0,2492,0,18,0,6312,0,29,0,246,0,0,0,52,43373,410,0,1399,0,0,0,59,0,0,0,25,0,0,0,0,0,0,0,0,0,1798,0,193,0,0,0,11,0,0,0,54,0,0,0,41,0,0,0,0,0,32,0,60,6654,0,0,6265,0,0,0,0,0,0,0,0,0,182,0,0,349,0,0,4364,1738,0,0,11549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2531,3622,0,0,0,0
101208091,0,0,0,0,0,34,0,59,0,136,0,1252,0,255,0,265,0,7,0,355,0,0,45,6368,0,0,0,10,0,0,0,0,0,0,20,1383,0,0,0,5,0,0,867,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799,0,7168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0
101208094,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,44,0,0,0,0,0,9,6158,17,0,28,13,5071,0,0,0,18,0,0,0,0,0,29,0,80,0,34,0,83,1754,196,1769,11,0,0,0,95,0,0,0,0,0,49,0,59,0,77,0,98,0,0,0,7,0,0,1165,1594,0,0,0,0,0,0,0,88,0,0,0,44,0,0,0,0,0,0,10000,654,0,0,16958,0,0,0,125,0,0,0,0,0,0,0,0,0,241,241,0,66,596,596,3731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22352,752,0,0,3151,212
101209037,0,0,5,14,0,0,0,0,0,0,0,38,0,35,0,21,0,0,6688,479,310,0,7165,1477,0,12,11,24,274,0,7,28,0,30,0,23,0,17,0,283,0,869,0,23,5045,0,6200,8,0,0,0,89,0,0,0,12,0,0,0,411,0,0,0,0,0,0,0,3729,0,0,1844,0,0,0,0,0,0,0,3634,0,0,0,0,0,0,0,35,34,0,0,0,1639,5594,0,8109,0,0,0,0,0,0,0,0,0,2806,0,0,0,0,0,11753,188,263,0,5424,0,0,0,0,149,0,0,0,0,844,0,4330,0,0,0,0,0,0,0,0,0,0,0,10763,0,0,0,8954,0
101401042,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,9,0,4950,6,0,0,6,119,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5875,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,8791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18729,0,0,0,0,0
101502012,0,0,12,9,0,6,21,123,0,31,0,62,0,0,0,62,0,0,549,85,6,0,1575,20,0,7,0,62,0,13,0,11,0,33,0,68,5,0,0,127,0,24,0,39,100,61,32,249,0,8,0,9,0,0,0,0,0,22,0,48,0,0,0,84,0,0,0,8,6,6,48,552,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,91,0,0,0,44,3145,0,1214,0,0,0,0,38,0,0,0,0,0,0,0,31,0,0,0,90,0,0,3185,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,0,0,0,0,0,0,0,90,0,0,11833,110
102103012,0,0,0,0,0,187,17,34,0,20,0,34,0,0,0,31,7,128,17999,0,1778,1384,1728,2418,8,64,0,11,4997,0,5,0,8139,2979,0,21,0,82,0,118,7,5,0,0,2026,0,0,24,0,26,0,37,0,30,0,29,0,11,0,0,0,0,0,11,0,0,0,0,5851,0,0,148,0,78,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0
102205017,0,0,0,0,0,11,19,99,0,27,0,417,0,0,0,195,0,0,0,313,0,12,0,35,0,342,0,177,0,0,0,23,0,5,0,27,0,175,0,576,0,0,0,0,0,0,0,58,0,348,0,28,0,5,0,64,11,0,0,18,13,103,0,305,0,0,0,0,0,0,0,0,0,666,0,0,0,426,0,0,0,0,0,0,0,0,33,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,343,0,0,0,0,0,387,0,247,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102205020,0,0,0,0,0,0,0,0,0,351,19,734,0,7,0,5845,0,0,0,0,0,74,16332,506,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,52,47,139,4485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7744,357,0,105,0,0,0,0,0,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,4261,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,4471,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8901,6648,0,0,0,0
102205022,0,0,0,0,0,24,187,66,0,3307,0,635,0,15,20,33,0,0,0,0,0,70,22734,446,0,0,0,0,0,1383,48,150,0,22,0,0,0,6,0,0,0,20,0,37,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0,205,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,1303,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102205024,0,0,0,0,0,0,0,39,0,67,0,33,0,0,0,54,0,0,0,16,0,5,0,131,0,0,0,16,0,0,0,53,0,7,0,726,0,20,0,31,0,8,0,45,0,0,0,0,0,18,0,50,0,5,0,136,0,6,0,11,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,21449,0,0,0,0,932,0,0,65,0,0,0,32,87,87,0,0,0,63,0,0,0,0,0,0,0,0,0,812,0,0,0,92,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,58,0,0,0,0,0,0,0,0
102205030,0,0,0,0,0,0,0,39,0,7,0,33,0,5,0,0,0,8,0,2834,0,828,0,12907,0,0,0,6,0,0,0,63,0,0,0,35,0,0,0,122,0,0,0,47,136,0,221,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128,0,19,0,5794,0,0,0,0,4158,0,5687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102205033,0,0,0,10,0,0,0,28,0,0,0,18,0,13,0,35,0,0,0,0,0,0,0,0,0,35,0,17,0,0,0,9,0,25,0,15,0,6,0,0,0,38,0,11,6943,12,0,83,8,0,0,21,0,22,0,34,0,32,0,12,0,18,0,0,0,6,0,12,1191,0,0,0,0,0,0,0,0,0,0,0,0,0,10464,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0
102205051,0,0,0,0,0,0,0,0,0,619,0,418,0,0,0,0,0,0,0,49,0,0,0,33,0,0,19,0,0,12,0,80,0,0,0,0,0,0,0,0,59,7,637,0,1489,0,20,5,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,7903,20,0,5,3295,16,0,30,0,0,0,0,2349,0,80,0,0,0,0,0,0,0,0,0,0,0,6999,0,53,0,1285,0,0,0,0,0,0,0,0,360,0,0,0,0,0,0,985,0,3468,0,68,0,0,0,0,0,0,0,0,0,0,0,0,334,822,0,0,1999,0,0,0,0,0,0,3972,35,0,0,53,0
102205081,0,0,0,0,0,0,0,0,0,10,0,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14231,24,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,15,0,3848,33,0,0,0,0,1299,0,2589,0,4165,0,0,0,0,0,0,0,0,0,4472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,31
102205092,0,0,0,0,0,0,0,0,0,61,0,129,0,49,0,173,0,17,0,4383,0,493,26,2799,0,13,0,21,0,99,0,20,0,16,0,10,0,0,0,5,0,20,0,24,0,364,0,1059,0,53,0,70,0,27,0,7,0,35,0,146,0,16,0,0,0,0,0,0,0,62,4853,714,0,0,0,0,0,157,0,67,0,0,0,0,0,0,0,0,913,0,28527,0,0,0,570,0,0,0,0,55,0,0,0,340,0,0,0,0,1469,0,16891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8438,8438,10174,831,37,37,0,0
102205095,0,0,0,0,0,0,0,60,0,78,0,199,0,0,0,17,0,0,0,108,0,0,0,0,0,17,0,98,0,0,0,41,0,7,0,24,0,23,0,32,15,65,0,60,0,0,0,0,0,22,0,41,0,50,0,208,0,23,0,45,0,13,0,0,0,11,0,18,0,0,0,0,0,39,0,113,0,0,0,125,0,0,0,0,0,0,0,200,0,0,0,194,0,0,0,0,0,0,0,353,0,0,0,0,0,0,0,40,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,53,0,0,0,0,0,0,0,35,0,0,0,0
102208001,0,0,349,20,0,52,5,34,0,26,0,117,0,709,0,502,0,0,0,2941,0,0,7339,5,0,0,7,0,0,0,614,7,0,0,0,29,0,0,0,0,0,0,0,6,7,22,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,277,0,0,2337,0,0,0,0,0,0,0,0,0,3590,3590,168,0,0,0,1240,967,0,0,59,0,0,0,0,0,0,0,0,5470,0,0,0,0,0,0,54,0,0,0,0,0,0,1467,774,0,0,0,0,0
102208002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,48,33,0,0,0,1933,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,30,6,8,0,49,0,48,0,12,0,0,0,19,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421,0,0,0,297,59,413,0,0,916,34,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,766,0,0,0,0,71,0,0,2313,0,0,0,0
102208004,0,0,0,0,0,0,123,0,0,0,415,2572,0,0,0,0,446,0,600,6,12,0,12056,593,0,0,0,0,0,0,0,2731,0,0,0,108,9,0,0,0,0,2019,0,6,469,12,0,509,0,0,0,0,0,876,0,202,0,0,0,408,0,0,0,0,0,733,0,723,0,854,0,615,0,0,0,0,0,33,0,449,0,0,6062,299,0,0,0,0,6380,0,3953,0,0,0,3989,208,0,0,0,0,0,0,0,0,0,0,1001,0,0,0,7249,230,65,57,49,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,842,0,4832,373,289,0,1589,0
102208005,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,15,17,0,0,0,0,0,0,0,0,0,5,0,15,0,0,0,16,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102208006,0,0,0,0,0,12,7,24,0,8,0,9,0,33,71,93,0,0,0,19,1547,0,12,0,0,0,0,6,0,0,0,18,0,12,0,33,0,7,0,12,21166,247,0,13,0,0,0,0,0,13,0,22,0,16,0,28,0,5,0,6,0,0,0,20,0,0,0,55,12908,1201,0,0,0,0,0,0,0,54,0,0,0,55,0,0,12614,292,0,1338,0,0,2141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,149,0,0,0,0,0,0,121,0,36,0,0,0,0,0,0,17547,627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1224,0
102208007,0,0,0,0,0,0,0,29,0,25,48,123,0,65,0,0,0,0,0,0,0,1468,1538,290,0,0,0,21,0,0,0,1172,0,0,0,58,0,16,0,2166,0,10,0,114,13163,14,43,10,30,0,0,9,0,0,0,50,0,0,0,30,0,0,0,0,0,0,0,0,4598,42,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,6302,188,3108,0,0,0,0,0,0,0,0,0,0,97,0,0,0,124,9108,373,10345,8699,4546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,118,1318,0,3422,21601
102208010,0,0,24,9,0,43,0,79,27,14,48,23,0,27,7848,70,0,0,784,54,13,0,3127,0,6,5,115,97,0,0,0,96,0,0,0,8,0,12426,0,39,0,18,7,19,6555,37,0,0,0,18,0,32,1813,0,0,11,6,6,0,29,0,0,0,0,14,0,0,61,16332,27,0,6,0,75,11285,0,0,1195,4318,78,0,75,0,133,0,0,0,0,1614,0,0,0,0,13457,0,0,0,207,0,0,0,0,0,50,0,0,0,0,33,0,7706,60,2040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0
102208014,0,0,0,0,0,0,0,0,0,0,0,46,0,0,21612,1489,0,0,3873,139,11,0,241,0,0,0,0,0,0,0,0,159,0,0,0,10,7,0,0,235,0,15,0,38,556,11,681,21907,0,0,0,0,234,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1480,150,63,98,0,0,0,0,0,0,0,35,0,0,32,58,0,0,0,0,0,32,0,32,1278,0,3603,5868,0,0,0,0,359,1638,380,0,0,83,0,772,0,0,0,6396,5371,520,934,86,0,0,0,0,0,0,0,0,4883,0,284,0,71,0,0,155,0,0,0,0,5156,0,67,0,6913,0,2030,102
102208017,0,0,0,0,0,412,23,71,0,11,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,12,0,25,0,8,0,74,0,14,0,5,0,370,0,119,17,369,0,16,6687,131,0,0,12,374,0,12,0,5,0,7,0,22,0,7,0,0,0,0,0,0,0,22,11356,0,0,0,0,0,0,0,0,0,0,0,0,31,0,116,0,0,0,0,0,0,0,73,577,0,5906,302,0,0,0,0,0,729,0,2991,0,0,0,277,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2218,0,7656,0,0,0,0,0
102208018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,16,0,0,0,0,0,0,0,33,0,0,0,21,0,0,0,13,0,0,0,0,0,0,186,16,0,0,0,31,0,0,0,19,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,491,0,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,2866,297,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0
102208021,0,0,0,5,0,19,22,78,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,21,0,0,0,10,0,0,0,0,0,0,0,18,0,0,0,11691,202,6,0,7,7,0,0,0,0,0,0,64,0,0,0,0,0,0,0,53,0,0,0,7,0,0,0,5,361,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,0,0,0,996,0,117,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,21601,737,0,1573,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,41,0,0,0,0,296,0,1708,0,0,0,0,43202
102208022,0,0,0,0,0,66,6,24,17,23,478,9,0,0,0,158,0,0,0,0,104,813,5170,13,0,6,0,39,39,157,0,32,0,54,0,61,0,0,0,0,0,274,325,57,17675,0,0,0,0,23,0,46,0,42,0,30,0,26,0,29,0,0,0,8,0,0,0,26,10011,0,0,0,0,31,0,133,0,0,0,37,0,0,0,0,7389,0,0,38,0,0,23391,0,0,0,8509,0,0,0,0,0,0,0,0,0,2455,0,0,0,0,0,27104,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401,0,45027,0,0,0,0,0
102208023,0,0,0,0,0,22,0,55,0,0,0,0,6,166,496,771,0,0,0,1778,0,0,894,14,0,0,0,11,0,16,0,62,1907,0,0,0,8,0,0,0,113,58,0,0,84,0,752,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,163,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1639,0,0,0,4645,0,0,0,0,0,0,0,0,0,3143,3143,0,0,1204,0,38319,0,16557,0,2353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0,2307,0
102208024,0,0,0,0,0,0,0,0,0,0,0,5256,0,0,0,103,0,0,151,72,127,0,899,13,0,0,0,0,0,0,0,0,71,0,459,74,0,0,0,11,0,0,0,7,1992,0,622,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2217,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,31,887,0,420,0,0,0,0,0,0,0,0,0,896,0,0,0,0,0,0,0,387,0,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12820,0,0,0,0,0,0,0,2556,0,0,0,206,0
102208029,0,0,0,0,0,0,0,29,0,19,2957,91,0,55,236,498,591,0,4403,112,0,0,6,3319,0,7,0,5,24,12,0,13,0,13,0,21,0,65,0,34,12321,30,26,20,8604,0,0,737,0,16,0,34,0,20,0,16,0,16,0,22,0,18,0,0,0,22,0,22,7,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,0,0,0,2025,0,0,252,0,0,0,0,0,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
102208030,0,0,0,0,0,16,10,50,0,8,0,0,0,34,12,46,664,0,3853,0,0,0,13003,0,0,0,0,5675,2353,21601,38,21750,0,319,2875,28,0,34,0,22,21601,0,0,5,0,0,0,0,0,11,0,32,0,130,0,128,2286,34,0,304,0,0,0,22,6,915,0,74,7,20,0,7,0,0,0,0,0,0,3994,78,1781,0,0,41,0,0,21601,184,0,0,0,3469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8615,0,3542,0,696,0,37,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,5482,162,1314,343,1316,0,0,0,25784,0,0,0,0,0
102208032,0,0,0,0,0,10,0,88,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9163,481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14405,3529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15184,472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,43,0,0,2241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,9934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,34
102208034,0,0,0,0,0,86,0,57,0,12,0,0,0,0,0,0,0,0,0,0,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16044,40,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1096,28,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,976,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,5166,0,0,0,402,0,0,0
102208038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,137,0,326,0,3661,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,62,0,7215,5,459,362,0,1573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,13,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1703,0,14125,0,0,0,0,0,0,0,0,0,0,0,244,2230,0,0,4314,0,0,0,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1084,0,6102,0
102208041,0,0,0,0,0,0,0,0,0,8043,0,8178,207,3594,37,20,702,6,1682,4171,0,89,4496,1149,0,0,0,7,0,0,0,54,271,12,445,37,0,0,0,10,5,6088,8,18,2327,1464,3365,4532,26,0,0,31,0,0,0,33,0,0,0,966,0,123,198,20053,514,25,671,17,4304,6926,902,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17023,0,1671,0,683,115,0,0,0,0,0,0,0,49,0,0,0,32,0,0,12062,0,1319,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,175,0,24388,675,103,0,1092,0
102208042,0,0,0,0,0,15,0,658,0,60,0,2368,0,0,0,0,0,1564,3276,4259,0,0,0,11,0,0,6,24,0,0,0,7,0,0,0,20,0,0,0,0,0,9,0,9,0,23,0,125,0,0,0,34,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,46,0,4381,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1317,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4057,168,0,0,0,0,0,0,8270,337,0,0,0,0,0,0,0,0,0,0,1430,0,0,0,0,0,90,0,3285,36,0,0,101,31
