id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,Exam1,Exam2,Final,semester
101208087,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.51,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,9.0,9.0,19.0,55
102205089,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.642,0.6464,0.6461,0.6461,0.6461,0.6461,0.645,18.5,14.0,35.5,91
101208066,0.6461,0.6461,0.6461,0.645,0.645,0.6461,0.6461,0.6461,0.6465,0.6461,0.6465,0.6461,0.6463,0.6463,0.6461,0.6463,0.33,0.6461,14.5,15.0,23.0,77
101208030,0.6461,0.642,0.6464,0.6461,0.6461,0.6461,0.6464,0.6461,0.6461,0.642,0.6461,0.6461,0.6463,0.642,0.6464,0.6461,0.6461,0.6461,22.5,23.5,33.5,99
102208075,0.6461,0.6461,0.6461,0.61,0.6463,0.45,0.6463,0.6461,0.6461,0.6461,0.6461,0.66,0.6461,0.6461,0.6461,0.6461,0.6461,0.51,10.0,10.0,24.0,74
102205037,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.642,0.631,0.51,0.6461,0.6461,0.6461,0.6461,0.642,0.652,15.0,7.5,18.0,66
102104031,0.6461,0.6461,0.6465,0.6463,0.632,0.6461,0.6461,0.6464,0.632,0.642,0.6465,0.66,0.6461,0.6463,0.6559999999999999,0.6461,0.6461,0.364,17.0,13.0,25.5,83
101208085,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6466,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,14.0,12.0,16.5,71
101208069,0.6461,0.6461,0.644,0.631,0.6466,0.644,0.6461,0.45,0.645,0.6463,0.6463,0.66,0.6462,0.6461,0.6461,0.6464,0.365,0.6409999999999999,15.5,17.5,28.5,89
102208088,0.6461,0.6461,0.6461,0.6461,0.6461,0.34,0.6461,0.6462,0.6461,0.6461,0.6461,0.652,0.6461,0.6461,0.6461,0.6461,0.6461,0.55,10.0,7.5,7.0,56
102208081,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6465,0.6461,0.645,0.6461,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6409999999999999,20.0,12.5,21.0,81
102208058,0.6461,0.6461,0.6461,0.6461,0.6461,0.644,0.6461,0.6461,0.6461,0.6461,0.6461,0.6509999999999999,0.6461,0.6461,0.6461,0.6461,0.6461,0.54,4.0,4.0,2.0,33
102208049,0.6461,0.6461,0.6461,0.6461,0.6461,0.44,0.644,0.631,0.6462,0.6461,0.6461,0.633,0.6461,0.6461,0.6461,0.6461,0.6461,0.6462,8.0,6.5,12.0,53
102208033,0.6461,0.6461,0.6461,0.6461,0.6461,0.41,0.6461,0.6461,0.6461,0.6461,0.6461,0.632,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,14.5,9.0,20.0,67
102208008,0.6461,0.6461,0.6461,0.644,0.644,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6466,0.6466,18.5,17.0,33.0,92
101208074,0.6461,0.6461,0.6461,0.6461,0.6461,0.644,0.6461,0.6461,0.6461,0.6461,0.6463,0.66,0.6461,0.6463,0.6463,0.6461,0.6463,0.624,11.5,7.5,17.0,63
99304030,0.6461,0.6461,0.6463,0.6461,0.6465,0.6463,0.6461,0.6461,0.645,0.61,0.6465,0.14,0.6461,0.6463,0.6464,0.6461,0.6463,0.643,0.0,3.0,12.0,33
99203054,0.6461,0.645,0.6559999999999999,0.645,0.6461,0.643,0.6461,0.6461,0.66,0.622,0.6509999999999999,0.621,0.6461,0.6461,0.6559999999999999,0.6461,0.6461,0.6461,22.0,24.0,36.0,99
103302104,0.6461,0.61,0.6461,0.6464,0.6461,0.14,0.6461,0.6463,0.6465,0.6465,0.6464,0.32,0.6461,0.6461,0.6461,0.6461,0.6461,0.14,24.0,23.0,36.5,99
103302103,0.6461,0.6463,0.6461,0.61,0.6461,0.621,0.6461,0.6461,0.6461,0.6461,0.624,0.32,0.6461,0.624,0.6461,0.6461,0.622,0.362,24.5,22.5,31.0,99
102306046,0.6461,0.6461,0.6559999999999999,0.6465,0.645,0.644,0.6461,0.645,0.6463,0.6461,0.621,0.53,0.13,0.645,0.624,0.6461,0.6464,0.51,13.5,17.5,22.5,78
102306041,0.6461,0.6461,0.621,0.645,0.645,0.6461,0.6461,0.642,0.6461,0.6461,0.622,0.643,0.6461,0.6461,0.6461,0.6461,0.14,0.6509999999999999,10.0,6.5,5.5,48
102209035,0.6461,0.6463,0.642,0.6463,0.6461,0.654,0.6465,0.6463,0.6464,0.6409999999999999,0.6409999999999999,0.12,0.6461,0.6465,0.6464,0.6461,0.6461,0.66,8.0,14.5,14.5,55
102208090,0.6461,0.6461,0.6464,0.6465,0.6463,0.364,0.645,0.362,0.31,0.645,0.6461,0.6409999999999999,0.6461,0.6463,0.642,0.6463,0.6461,0.364,17.0,16.5,23.0,83
102208089,0.6461,0.6464,0.6464,0.6463,0.6465,0.44,0.6464,0.6461,0.642,0.6461,0.6465,0.6409999999999999,0.6461,0.6461,0.33,0.6461,0.6461,0.6461,14.0,13.5,27.5,80
102208086,0.6461,0.6461,0.6461,0.6461,0.622,0.645,0.6461,0.645,0.6463,0.645,0.61,0.6463,0.645,0.645,0.645,0.6461,0.6461,0.621,17.5,25.0,31.0,96
102208085,0.6461,0.6461,0.6461,0.644,0.6466,0.365,0.6461,0.6461,0.643,0.6461,0.6461,0.6462,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,15.5,15.5,29.5,84
102208084,0.6461,0.6461,0.624,0.6461,0.6461,0.645,0.6461,0.6461,0.6461,0.6461,0.635,0.645,0.6461,0.6461,0.6461,0.364,0.6461,0.35,12.0,7.5,15.0,65
102208083,0.6461,0.642,0.642,0.6461,0.6461,0.45,0.6463,0.6461,0.654,0.6409999999999999,0.6464,0.66,0.624,0.642,0.6461,0.6461,0.6463,0.66,12.5,13.0,15.0,61
102208082,0.6461,0.6461,0.6461,0.6466,0.645,0.631,0.6461,0.6463,0.6461,0.6461,0.644,0.6559999999999999,0.6463,0.6461,0.6461,0.6461,0.6461,0.643,19.5,23.0,27.0,94
102208078,0.6461,0.642,0.642,0.6461,0.6465,0.45,0.6463,0.6463,0.6461,0.6461,0.645,0.6465,0.364,0.642,0.622,0.6461,0.6463,0.52,10.0,5.5,19.0,66
102208074,0.6461,0.6461,0.6461,0.6465,0.6461,0.6464,0.6461,0.6461,0.6463,0.6461,0.644,0.46,0.6461,0.6461,0.6461,0.6465,0.6461,0.54,11.0,13.5,25.5,78
102208073,0.6461,0.6461,0.45,0.632,0.6461,0.643,0.635,0.6461,0.643,0.6461,0.6461,0.51,0.6461,0.6461,0.6461,0.6461,0.6461,0.6465,16.0,14.0,27.5,80
102208068,0.6461,0.6461,0.622,0.6463,0.6461,0.43,0.6463,0.6461,0.6465,0.6461,0.6461,0.654,0.6461,0.6461,0.6463,0.6461,0.645,0.643,16.0,9.0,20.0,67
102208066,0.6461,0.622,0.642,0.6463,0.645,0.33,0.6409999999999999,0.6463,0.645,0.6461,0.644,0.622,0.6461,0.642,0.652,0.6461,0.6465,0.54,13.0,12.0,22.0,77
102208065,0.6461,0.6461,0.6463,0.645,0.6461,0.6464,0.6461,0.6465,0.6461,0.6461,0.6463,0.6461,0.6461,0.6463,0.621,0.6461,0.6461,0.6461,14.0,9.5,19.0,72
102208064,0.6461,0.6461,0.6461,0.6461,0.6461,0.631,0.6461,0.6461,0.6461,0.6461,0.6461,0.31,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,6.5,6.0,8.0,47
102208063,0.6461,0.6461,0.642,0.621,0.645,0.644,0.6461,0.645,0.6461,0.6461,0.42,0.66,0.6461,0.13,0.6463,0.11,0.6461,0.13,18.0,13.5,17.0,68
102208062,0.6461,0.6461,0.642,0.6461,0.6461,0.644,0.6461,0.6461,0.6461,0.365,0.645,0.34,0.6461,0.6461,0.6461,0.6461,0.6465,0.6461,6.5,4.5,2.0,41
102208061,0.6461,0.645,0.6461,0.6461,0.6461,0.32,0.621,0.6461,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,16.5,19.5,26.0,88
102208060,0.6461,0.6461,0.6461,0.6461,0.24,0.635,0.6461,0.6461,0.6461,0.6461,0.6461,0.645,0.6461,0.6461,0.6461,0.6461,0.6461,0.6465,8.5,10.0,14.0,57
102208059,0.6461,0.61,0.6409999999999999,0.6461,0.6463,0.35,0.34,0.654,0.6559999999999999,0.6463,0.644,0.52,0.654,0.6463,0.6461,0.6461,0.61,0.6461,4.5,6.5,24.0,67
102208057,0.6461,0.6465,0.6464,0.6464,0.44,0.45,0.6461,0.6461,0.6461,0.6461,0.6461,0.6509999999999999,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,15.5,18.0,26.0,87
102208056,0.6461,0.6461,0.31,0.6461,0.13,0.33,0.6461,0.622,0.6461,0.6461,0.6464,0.66,0.6464,0.6464,0.6464,0.6461,0.6461,0.44,15.5,15.0,25.5,83
102208055,0.6461,0.6461,0.6461,0.31,0.6465,0.636,0.644,0.6461,0.6461,0.6461,0.644,0.644,0.6461,0.6461,0.6461,0.6461,0.6461,0.644,14.0,16.0,33.0,90
102208054,0.6461,0.6461,0.624,0.362,0.6466,0.35,0.6461,0.6461,0.6461,0.6461,0.6463,0.363,0.6463,0.6465,0.6461,0.6461,0.6461,0.51,6.0,13.0,18.0,64
102208053,0.6461,0.6461,0.6461,0.6461,0.6461,0.44,0.6461,0.6461,0.6461,0.624,0.6461,0.642,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,5.0,1.0,0.0,32
102208052,0.6461,0.6463,0.6465,0.645,0.6461,0.33,0.642,0.6463,0.642,0.6464,0.634,0.51,0.6464,0.6461,0.61,0.6461,0.6465,0.6559999999999999,17.5,17.5,31.5,92
102208046,0.6461,0.6461,0.6464,0.6461,0.6559999999999999,0.42,0.6461,0.6461,0.633,0.6461,0.652,0.6461,0.6461,0.6463,0.6461,0.6463,0.6465,0.51,21.0,21.5,34.0,99
102208045,0.6461,0.6463,0.6465,0.6461,0.6461,0.6466,0.6463,0.6461,0.66,0.6461,0.6461,0.66,0.6461,0.6463,0.6461,0.6463,0.6463,0.6509999999999999,21.0,22.5,38.5,99
102208044,0.6461,0.6461,0.6461,0.6461,0.6466,0.42,0.6461,0.653,0.6461,0.643,0.56,0.51,0.6461,0.6461,0.6461,0.6461,0.66,0.645,8.0,8.5,14.5,58
102208043,0.6461,0.6464,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.66,0.6461,0.6461,0.66,15.0,7.5,19.5,73
102208042,0.6461,0.622,0.362,0.6461,0.35,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6465,0.6463,0.6461,0.6461,0.6461,0.6463,0.31,17.0,19.5,30.5,93
102208041,0.6461,0.6461,0.22,0.31,0.365,0.631,0.6461,0.6463,0.643,0.6461,0.24,0.35,0.6463,0.6463,0.622,0.11,0.643,0.24,13.5,4.5,16.0,64
102208038,0.6461,0.6461,0.6461,0.6461,0.6465,0.364,0.6461,0.6461,0.6461,0.6461,0.635,0.623,0.6461,0.6461,0.6461,0.6461,0.6461,0.6462,10.0,16.0,16.5,68
102208034,0.6461,0.642,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.52,0.6461,0.6461,0.6461,0.6461,0.6461,0.643,16.5,11.0,18.5,76
102208032,0.6461,0.6465,0.6461,0.6461,0.6461,0.45,0.6461,0.6461,0.6461,0.6461,0.6461,0.43,0.6461,0.6461,0.6461,0.6461,0.6461,0.44,12.5,7.5,21.0,68
102208030,0.6461,0.6463,0.6461,0.6464,0.631,0.45,0.33,0.21,0.631,0.6464,0.54,0.6461,0.6463,0.642,0.654,0.6461,0.61,0.6464,14.5,16.0,25.0,83
102208029,0.6461,0.6463,0.631,0.645,0.631,0.364,0.6461,0.6461,0.6461,0.642,0.51,0.51,0.6464,0.6464,0.6464,0.6461,0.6464,0.6461,20.0,20.5,35.0,99
102208024,0.6461,0.6461,0.33,0.6465,0.6463,0.644,0.6461,0.6461,0.6466,0.6461,0.6461,0.654,0.6461,0.6461,0.6461,0.6461,0.6461,0.654,19.0,22.5,36.0,99
102208023,0.6461,0.6464,0.6461,0.622,0.624,0.644,0.6461,0.6463,0.654,0.6461,0.642,0.644,0.6461,0.6461,0.6461,0.6461,0.6461,0.6462,19.5,20.0,35.5,99
102208022,0.6461,0.642,0.6466,0.6465,0.6461,0.634,0.6463,0.642,0.642,0.6461,0.6409999999999999,0.52,0.6464,0.6464,0.6464,0.6461,0.6461,0.51,16.5,21.5,26.5,91
102208021,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.13,0.6462,0.6461,0.6463,0.6461,0.6463,0.6461,0.6461,0.643,18.0,13.5,30.5,84
102208018,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6463,0.6461,0.6461,0.6463,12.0,20.5,32.5,94
102208017,0.6461,0.6409999999999999,0.6461,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6409999999999999,0.6409999999999999,0.66,0.6409999999999999,0.6461,0.6464,0.6461,0.6461,0.51,16.5,14.0,30.5,90
102208014,0.6461,0.6461,0.6463,0.42,0.631,0.6466,0.6461,0.6465,0.6461,0.645,0.6463,0.11,0.6461,0.6462,0.6461,0.6461,0.6461,0.6559999999999999,10.0,7.5,24.5,70
102208010,0.6461,0.6464,0.6464,0.635,0.644,0.631,0.6465,0.6465,0.6461,0.23,0.6464,0.66,0.6464,0.654,0.6463,0.6461,0.6463,0.52,14.5,23.0,28.5,95
