id,week1,week2,week3,week4,week5,week6,week7,week8,week9,week10,week11,week12,week13,week14,week15,week16,week17,week18,Exam1,Exam2,Final,semester
102208007,0.6461,0.6463,0.6465,0.642,0.6461,0.61,0.6461,0.621,0.6463,0.624,0.6465,0.51,0.6461,0.6463,0.6463,0.6461,0.6461,0.66,7.0,11.5,17.0,66
102208006,0.6461,0.6461,0.6461,0.6464,0.6461,0.6559999999999999,0.6461,0.6461,0.6463,0.6461,0.54,0.6461,0.6461,0.6464,0.6461,0.6461,0.6463,0.51,16.5,20.0,26.0,90
102208005,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,12.5,8.5,16.5,66
102208004,0.6461,0.6461,0.362,0.6461,0.643,0.45,0.6461,0.362,0.6465,0.6461,0.34,0.645,0.6461,0.61,0.645,0.6461,0.61,0.61,20.5,24.5,35.0,99
102208002,0.6461,0.6461,0.6461,0.6461,0.6463,0.624,0.6461,0.6461,0.6465,0.6463,0.6463,0.6464,0.6461,0.6463,0.6461,0.6461,0.6461,0.642,14.5,10.5,18.5,68
102208001,0.6466,0.642,0.6465,0.61,0.362,0.635,0.6461,0.644,0.6463,0.6461,0.6461,0.6464,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,15.5,18.5,30.5,92
102205095,0.6461,0.6463,0.642,0.6461,0.6465,0.6461,0.6465,0.6463,0.6461,0.6464,0.642,0.6461,0.6464,0.645,0.6464,0.6461,0.6461,0.6461,14.0,24.5,32.5,99
102205092,0.6461,0.6461,0.642,0.642,0.365,0.361,0.6461,0.642,0.6461,0.6461,0.6464,0.623,0.642,0.6464,0.6465,0.6461,0.6461,0.632,12.0,15.5,31.0,87
102205081,0.6461,0.6461,0.645,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.52,0.6461,0.6461,0.6461,0.6461,0.6461,0.643,14.0,4.5,16.5,62
102205051,0.6461,0.6461,0.61,0.6461,0.6463,0.6463,0.6461,0.6463,0.6461,0.6461,0.644,0.6559999999999999,0.6461,0.6461,0.6461,0.6461,0.66,0.6509999999999999,12.0,1.0,18.0,60
102205033,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,0.6464,0.6461,0.6464,0.6461,0.6464,0.66,0.6461,0.6464,0.6464,0.6461,0.6461,0.6559999999999999,15.5,12.0,20.0,72
102205030,0.6461,0.6463,0.6463,0.6461,0.362,0.14,0.6461,0.6463,0.6463,0.6465,0.6463,0.6466,0.6461,0.6461,0.6461,0.6461,0.6465,0.33,14.5,12.5,9.0,62
102205024,0.6461,0.6463,0.642,0.6463,0.6461,0.6465,0.6461,0.6463,0.622,0.6464,0.6463,0.6461,0.6464,0.6465,0.6461,0.6461,0.6461,0.6461,20.5,22.0,35.5,99
102205022,0.6461,0.6464,0.31,0.6464,0.6461,0.42,0.6461,0.61,0.6464,0.6461,0.6464,0.643,0.6461,0.6461,0.6461,0.6461,0.6461,0.643,14.0,8.5,9.0,56
102205020,0.6461,0.6461,0.623,0.33,0.6461,0.44,0.6461,0.6463,0.6461,0.6461,0.6461,0.365,0.6461,0.6461,0.6461,0.6461,0.6461,0.66,12.0,10.5,19.5,65
102205017,0.6461,0.6465,0.645,0.6465,0.645,0.6463,0.6409999999999999,0.6461,0.6463,0.645,0.6461,0.6463,0.6409999999999999,0.6463,0.6461,0.645,0.6461,0.6461,19.0,23.0,30.5,97
102103012,0.6461,0.642,0.6464,0.6463,0.44,0.35,0.642,0.66,0.31,0.642,0.6461,0.654,0.6464,0.6464,0.6461,0.6461,0.6461,0.66,12.5,17.0,14.0,72
101502012,0.6461,0.6465,0.6464,0.6463,0.6466,0.644,0.6463,0.6461,0.6464,0.6465,0.6464,0.645,0.6461,0.6461,0.6464,0.6463,0.6461,0.645,20.0,18.5,30.0,96
101401042,0.6461,0.6461,0.6463,0.6461,0.6461,0.632,0.6465,0.6461,0.6461,0.6461,0.6461,0.632,0.6461,0.6461,0.6461,0.6461,0.6465,0.6461,11.0,10.5,13.0,60
101302049,0.6461,0.6461,0.6463,0.6461,0.6461,0.642,0.6461,0.6465,0.6461,0.6461,0.645,0.645,0.6461,0.6461,0.6461,0.6461,0.645,0.35,8.0,7.5,8.5,49
101209037,0.6461,0.6461,0.6463,0.6464,0.632,0.636,0.6461,0.6462,0.6464,0.645,0.61,0.633,0.6463,0.6461,0.645,0.6461,0.364,0.644,19.5,20.0,21.0,76
101208094,0.6461,0.6461,0.6461,0.642,0.6461,0.632,0.33,0.6461,0.6461,0.6464,0.6464,0.655,0.6465,0.6461,0.642,0.642,0.6461,0.625,12.5,13.0,20.0,73
101208091,0.6461,0.6464,0.621,0.6409999999999999,0.645,0.33,0.6461,0.6461,0.621,0.6461,0.644,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,18.5,15.0,29.5,90
101208090,0.6461,0.6461,0.6463,0.6461,0.645,0.362,0.6461,0.362,0.33,0.645,0.6463,0.56,0.6463,0.6461,0.6461,0.6461,0.34,0.6461,19.0,22.0,38.0,99
101208084,0.6461,0.6461,0.631,0.6461,0.6461,0.635,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,14.5,15.5,32.5,83
101208082,0.6461,0.6409999999999999,0.6461,0.6465,0.631,0.45,0.6461,0.6463,0.6461,0.6461,0.61,0.52,0.6461,0.6409999999999999,0.642,0.6461,0.6461,0.654,20.0,8.5,28.0,85
101208080,0.6461,0.6461,0.6464,0.6461,0.645,0.6461,0.6461,0.6461,0.6461,0.645,0.6463,0.642,0.6461,0.6461,0.6463,0.645,0.6463,0.6509999999999999,17.5,23.5,30.0,99
101208079,0.6461,0.645,0.642,0.33,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6463,0.642,0.6464,0.6463,0.6465,0.6461,0.645,0.642,16.5,16.5,28.5,89
101208078,0.6461,0.6463,0.642,0.6461,0.6463,0.644,0.6461,0.6461,0.6463,0.6461,0.622,0.644,0.6461,0.6461,0.6461,0.6461,0.6461,0.6465,10.0,13.0,21.0,67
101208070,0.6461,0.6461,0.6464,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,0.642,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,17.0,21.0,28.0,92
101208065,0.6461,0.6465,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,16.0,21.5,38.5,99
101208064,0.6461,0.6463,0.6464,0.642,0.362,0.6466,0.6465,0.6464,0.6463,0.6461,0.45,0.6461,0.6461,0.6461,0.622,0.6461,0.6465,0.6461,16.0,14.5,18.0,74
101208062,0.6461,0.6465,0.6463,0.642,0.6463,0.6461,0.6463,0.645,0.6409999999999999,0.6464,0.6463,0.6461,0.6463,0.6461,0.6463,0.6461,0.643,0.643,14.5,7.5,28.0,82
101208060,0.6461,0.6461,0.645,0.6464,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.23,0.6461,0.6461,0.6461,0.6461,0.6461,0.66,11.5,14.5,17.5,70
101208058,0.6461,0.42,0.626,0.52,0.645,0.44,0.6465,0.655,0.6461,0.642,0.626,0.46,0.11,0.6464,0.6463,0.6461,0.6461,0.6509999999999999,19.0,23.5,33.5,99
101208056,0.6461,0.6464,0.6464,0.6463,0.624,0.6461,0.6461,0.6461,0.6461,0.6461,0.622,0.44,0.6461,0.6461,0.6461,0.6461,0.621,0.6461,8.5,20.5,20.5,80
101208055,0.6461,0.6461,0.6461,0.635,0.6461,0.6466,0.6461,0.44,0.6465,0.6461,0.6461,0.654,0.6461,0.6461,0.6461,0.6461,0.6462,0.643,17.5,16.5,24.0,79
101208054,0.6461,0.6464,0.6463,0.6461,0.632,0.625,0.6463,0.6461,0.6463,0.6463,0.6461,0.45,0.6461,0.6463,0.6463,0.6461,0.6461,0.6461,19.0,8.5,28.5,80
101208053,0.6461,0.642,0.6464,0.6461,0.6461,0.6461,0.6463,0.6464,0.6461,0.6461,0.6463,0.6461,0.6465,0.362,0.6461,0.33,0.6461,0.6461,19.0,21.0,17.0,82
101208052,0.6461,0.642,0.642,0.6464,0.6466,0.366,0.642,0.6461,0.642,0.31,0.642,0.41,0.6409999999999999,0.645,0.6464,0.6461,0.6463,0.622,9.5,17.0,27.0,83
101208050,0.6461,0.6461,0.61,0.6464,0.6461,0.42,0.6465,0.6461,0.6461,0.6461,0.6465,0.53,0.6461,0.6461,0.6461,0.6461,0.6463,0.6462,19.0,19.5,34.5,92
101208034,0.6461,0.6463,0.6464,0.6461,0.6463,0.6461,0.6463,0.6461,0.6461,0.6461,0.6464,0.6461,0.6464,0.6464,0.6463,0.6461,0.6461,0.6463,20.0,24.5,27.5,96
101208031,0.6461,0.6461,0.6464,0.642,0.6466,0.644,0.6461,0.6465,0.35,0.6461,0.6465,0.6463,0.6461,0.6463,0.6461,0.6461,0.6461,0.6461,11.5,7.5,18.0,66
101208025,0.6461,0.6461,0.623,0.61,0.6461,0.44,0.6463,0.6461,0.6461,0.6461,0.33,0.32,0.6461,0.6461,0.6461,0.6461,0.6461,0.362,7.5,4.0,11.5,42
101208017,0.6461,0.6461,0.622,0.645,0.45,0.622,0.6463,0.6461,0.6461,0.6461,0.6461,0.51,0.6461,0.642,0.6461,0.6461,0.6461,0.6559999999999999,9.0,10.5,16.0,53
101208015,0.6461,0.6461,0.6461,0.6461,0.61,0.626,0.6461,0.6461,0.6461,0.6461,0.6461,0.42,0.6461,0.6461,0.6461,0.6461,0.6463,0.654,11.5,5.0,28.0,75
101208013,0.6461,0.6461,0.6461,0.6461,0.645,0.6463,0.6464,0.6461,0.6461,0.6463,0.6461,0.61,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,22.0,0.0,0.0,50
101208008,0.6461,0.6461,0.6461,0.6461,0.645,0.6465,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.643,12.0,1.0,19.0,62
101208005,0.6461,0.6461,0.6461,0.6461,0.34,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,0.6559999999999999,0.6461,0.6461,0.6461,0.644,0.6461,0.642,13.0,8.5,23.0,69
101208004,0.6461,0.6463,0.6464,0.642,0.6463,0.6465,0.6461,0.6461,0.6461,0.6461,0.6461,0.631,0.6463,0.6463,0.6461,0.6461,0.6461,0.6461,22.5,23.5,32.5,99
101208003,0.6461,0.6461,0.6461,0.6461,0.6461,0.6559999999999999,0.6461,0.6461,0.6461,0.6461,0.6461,0.654,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,4.0,6.0,0.0,32
101208002,0.6461,0.61,0.34,0.6461,0.33,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,0.655,0.6461,0.6461,0.6461,0.622,0.6461,0.6461,16.5,19.5,26.0,87
101205093,0.6461,0.6464,0.6464,0.624,0.645,0.645,0.6461,0.6461,0.6461,0.6463,0.632,0.21,0.622,0.6465,0.643,0.6461,0.6461,0.42,9.5,9.5,19.5,62
101205043,0.6463,0.6464,0.6461,0.6463,0.6461,0.635,0.6461,0.6461,0.622,0.6461,0.6461,0.6466,0.642,0.6463,0.6461,0.6461,0.6461,0.45,18.0,8.0,8.0,64
101205029,0.6461,0.645,0.6559999999999999,0.6461,0.6465,0.364,0.6463,0.6461,0.643,0.645,0.66,0.366,0.6461,0.66,0.654,0.6463,0.6463,0.6461,20.0,20.5,22.5,85
101204026,0.6461,0.645,0.6465,0.365,0.645,0.6461,0.6461,0.6461,0.642,0.6461,0.42,0.643,0.624,0.642,0.6461,0.6461,0.6461,0.54,13.0,15.0,36.0,91
101203054,0.6461,0.6464,0.6461,0.66,0.6461,0.6465,0.6461,0.6461,0.61,0.6461,0.6465,0.54,0.6461,0.6461,0.6461,0.6461,0.6461,0.6461,15.0,20.0,29.0,90
101203004,0.6461,0.6461,0.6461,0.6464,0.6463,0.6463,0.6461,0.6461,0.6465,0.6461,0.642,0.6461,0.6461,0.6461,0.6463,0.6463,0.6463,0.6461,11.5,6.0,11.0,56
101103034,0.6461,0.6464,0.6461,0.6464,0.6461,0.6463,0.6461,0.642,0.6509999999999999,0.6461,0.6463,0.31,0.6461,0.642,0.6461,0.6461,0.6465,0.361,9.5,10.0,15.0,60
101102026,0.6461,0.6461,0.6463,0.6463,0.6463,0.622,0.6461,0.6461,0.6461,0.6461,0.6461,0.626,0.6461,0.6461,0.6461,0.6461,0.6461,0.645,12.5,8.5,15.0,65
101102025,0.6461,0.6461,0.6463,0.645,0.621,0.362,0.6463,0.624,0.6463,0.6464,0.6461,0.645,0.6461,0.6463,0.642,0.6463,0.642,0.61,17.5,18.5,33.0,94
101101050,0.6461,0.6463,0.6465,0.6461,0.6461,0.6461,0.6465,0.6461,0.6465,0.6461,0.6463,0.6461,0.6461,0.6461,0.6463,0.6461,0.6461,0.6461,10.5,19.0,25.0,81
100508018,0.6461,0.6464,0.61,0.6409999999999999,0.362,0.6463,0.6463,0.6461,0.6463,0.6465,0.642,0.642,0.6461,0.6461,0.6461,0.624,0.13,0.6461,13.5,13.5,31.5,86
100401072,0.6461,0.6461,0.6463,0.642,0.645,0.631,0.6465,0.6461,0.644,0.645,0.635,0.51,0.6461,0.6465,0.66,0.6463,0.13,0.652,13.5,16.5,27.2,81
100401044,0.6461,0.6461,0.642,0.6461,0.6461,0.653,0.642,0.6466,0.6461,0.6461,0.6461,0.52,0.6461,0.6461,0.6461,0.6461,0.35,0.66,13.5,9.5,28.0,78
100208053,0.6461,0.6409999999999999,0.6461,0.6463,0.6461,0.644,0.6461,0.6461,0.6461,0.6461,0.6461,0.631,0.6461,0.6463,0.6463,0.6461,0.645,0.6461,22.0,22.5,32.0,96
100206009,0.6461,0.6461,0.644,0.6461,0.644,0.653,0.6461,0.61,0.6461,0.6461,0.6461,0.6559999999999999,0.645,0.6463,0.643,0.6465,0.6465,0.6409999999999999,18.5,25.0,35.5,99
100202044,0.6461,0.6461,0.6465,0.621,0.6463,0.6461,0.6463,0.6461,0.6465,0.6461,0.61,0.364,0.6461,0.6463,0.6465,0.6463,0.6461,0.14,12.0,7.0,23.0,67
100104041,0.6461,0.6463,0.6464,0.6461,0.6463,0.6461,0.645,0.6463,0.631,0.624,0.61,0.6461,0.642,0.6465,0.642,0.642,0.6461,0.33,15.0,20.5,29.0,94
100101021,0.6461,0.6465,0.642,0.6465,0.642,0.645,0.6464,0.6463,0.642,0.6464,0.6464,0.644,0.6464,0.6409999999999999,0.642,0.645,0.644,0.6461,19.0,15.5,36.0,98
